"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Age Group","C03788V04538","NUTS 3 Region","C02199V02655","Sex","UNIT","VALUE"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","61796"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","44447"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","21353"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","23094"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","18922"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","9147"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","9775"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","29955"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","14413"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","15542"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","26503"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","12726"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","13777"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","45726"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","22157"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","23569"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","28862"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","13830"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","15032"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","IE0","Ireland","-","Both sexes","Number","339309"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","IE0","Ireland","1","Male","Number","164757"
"PEA26C01","Persons","2023","2023","440","30 - 34 years","IE0","Ireland","2","Female","Number","174552"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","28416"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","13448"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","14968"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","124419"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","60856"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","63563"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","55605"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","26268"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","29337"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","23691"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","11230"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","12461"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","35131"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","16625"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","18506"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","31373"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","14660"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","16713"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","53074"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","25265"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","27809"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","34253"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","16148"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","18105"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","IE0","Ireland","-","Both sexes","Number","385962"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","IE0","Ireland","1","Male","Number","184500"
"PEA26C01","Persons","2023","2023","460","35 - 39 years","IE0","Ireland","2","Female","Number","201462"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","32041"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","15426"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","16615"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","127670"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","62853"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","64817"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","64827"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","31263"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","33564"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","26309"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","12804"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","13505"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","39775"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","19067"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","20708"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","35819"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","17182"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","18637"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","60125"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","29111"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","31014"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","39142"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","18835"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","20307"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","IE0","Ireland","-","Both sexes","Number","425708"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","IE0","Ireland","1","Male","Number","206541"
"PEA26C01","Persons","2023","2023","475","40 - 44 years","IE0","Ireland","2","Female","Number","219167"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","30515"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","15114"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","15401"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","106803"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","52621"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","54182"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","60256"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","29627"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","30629"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","23580"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","11683"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","11897"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","37298"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","18591"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","18707"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","33945"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","16443"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","17502"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","55539"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","27461"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","28078"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","35947"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","17728"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","18219"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","IE0","Ireland","-","Both sexes","Number","383883"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","IE0","Ireland","1","Male","Number","189268"
"PEA26C01","Persons","2023","2023","495","45 - 49 years","IE0","Ireland","2","Female","Number","194615"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","29141"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","14690"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","14451"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","92864"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","46041"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","46823"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","55431"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","27738"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","27693"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","21775"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","11013"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","10762"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","34879"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","17538"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","17341"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","32252"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","15887"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","16365"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","51241"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","25625"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","25616"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","33409"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","16602"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","16807"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","IE0","Ireland","-","Both sexes","Number","350992"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","IE0","Ireland","1","Male","Number","175134"
"PEA26C01","Persons","2023","2023","515","50 - 54 years","IE0","Ireland","2","Female","Number","175858"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","27080"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","13487"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","13593"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","80528"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","38836"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","41692"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","46887"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","23351"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","23536"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","19726"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","9873"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","9853"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","32602"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","16275"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","16327"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","29979"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","14626"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","15353"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","47143"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","23307"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","23836"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","30938"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","15557"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","15381"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","IE0","Ireland","-","Both sexes","Number","314883"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","IE0","Ireland","1","Male","Number","155312"
"PEA26C01","Persons","2023","2023","530","55 - 59 years","IE0","Ireland","2","Female","Number","159571"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","25183"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","12557"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","12626"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","72360"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","34634"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","37726"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","39473"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","19588"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","19885"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","-","Both sexes","Number","17539"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","1","Male","Number","8798"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","B26C8BAA-F3C5-49A9-B74E-D7FED1823E65","Midland","2","Female","Number","8741"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","-","Both sexes","Number","29731"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","1","Male","Number","14902"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","42C5C2A5-2D71-4BD1-BDB5-BD7D3198CD78","Mid-West","2","Female","Number","14829"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","-","Both sexes","Number","27467"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","1","Male","Number","13348"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","27C93D4E-AD0E-4B0C-8FA8-3566AEEDA5CC","South-East","2","Female","Number","14119"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","-","Both sexes","Number","42866"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","1","Male","Number","21289"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","604546A1-A856-4B9B-AD46-E88B27C27155","South-West","2","Female","Number","21577"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","-","Both sexes","Number","28548"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","1","Male","Number","14204"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","A69CA800-8D87-4920-A7C1-50426A1D39B4","West","2","Female","Number","14344"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","IE0","Ireland","-","Both sexes","Number","283167"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","IE0","Ireland","1","Male","Number","139320"
"PEA26C01","Persons","2023","2023","550","60 - 64 years","IE0","Ireland","2","Female","Number","143847"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","-","Both sexes","Number","22313"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","1","Male","Number","11123"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","B1A65D7C-1984-4A87-AD58-0E846812C992","Border","2","Female","Number","11190"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","-","Both sexes","Number","60306"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","1","Male","Number","28521"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","F97E459B-57ED-49C0-8A28-2BC1C7F08E88","Dublin","2","Female","Number","31785"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","-","Both sexes","Number","33328"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","1","Male","Number","16394"
"PEA26C01","Persons","2023","2023","565","65 - 69 years","8E4862CC-7E43-4BF5-A4EF-B2D5ECBA61EF","Mid-East","2","Female","Number","16934"
